X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,ACCLASS,LEVEL,INVTYPE,TYPE,INVAGE,INJURY,condition,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND
-79.320316,43.775893,80497128,6000101056,2016,"January 17, 2016",1935,19,SHEPPARD AVE E,CHICHESTER PL, ,Major Arterial,43.775893,-79.320316,Intersection,At Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , 
-79.570071,43.760417,80558756,5000375108,2015,"March 4, 2015",1935,19,MILLWICK DR,PLUNKETT RD, ,Minor Arterial,43.760417,-79.570071,Intersection,Intersection Related,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,80 to 84,Fatal,killed, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.17079,43.808345,6253958,1184036,2010,"July 11, 2010",1936,19,MEADOWVALE Rd,SHEPPARD Ave E, ,Major Arterial,43.808345,-79.17079,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.282222,43.769351,80632434,6000493980,2016,"March 22, 2016",1936,19,PROGRESS AVE,KENNEDY RD, ,Major Arterial,43.769351,-79.282222,Intersection,Intersection Related,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.23069,43.773445,6127438,1161998,2010,"March 12, 2010",1937,19,MARKHAM Rd,BRIMORTON Dr, ,Major Arterial,43.773445,-79.23069,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.56249,43.693345,7528692,1321792,2012,"October 23, 2012",1937,19,DIXON RD,CELESTINE DR, ,Major Arterial,43.693345,-79.56249,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Unknown, , , 
-79.43275,43.669692,7890670,1386897,2013,"September 15, 2013",1937,19,DUPONT St,DOVERCOURT Rd, ,Major Arterial,43.669692,-79.43275,Intersection, ,Traffic Signal,Rain,Non-Fatal,non-fatal,Cyclist,cyclist,30 to 34,Major,severely injured,Bicycle,Stopped, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal
-79.41769,43.681645,6692508,1261319,2011,"October 26, 2011",1938,19,BATHURST ST,VAUGHAN RD, ,Major Arterial,43.681645,-79.41769,Intersection,At Intersection,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Other / Undefined,Other,Normal, , , 
-79.35889,43.676545,7841569,1366122,2013,"July 11, 2013",1939,19,BROADVIEW Ave,DANFORTH Ave, ,Minor Arterial,43.676545,-79.35889,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist strikes pedestrian.,Driving Properly,Normal
-79.592593,43.717261,80632430,6000359502,2016,"February 29, 2016",1939,19,137 QUEEN S PLATE  DR, ,1 m North of,Collector,43.717261,-79.592593,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.55639,43.608945,5315011,1017679,2008,"January 21, 2008",1940,19,EVANS AVE,SHERWAY GT, ,Major Arterial,43.608945,-79.55639,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.35849,43.711445,5423029,1066104,2008,"October 23, 2008",1940,19,BRENTCLIFFE RD,WICKSTEED AVE, ,Minor Arterial,43.711445,-79.35849,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other,Going Ahead, , ,Other / Undefined,Pushing/Working on Vehicle,Inattentive, , , 
-79.55879,43.748545,6107737,1153216,2010,"January 25, 2010",1845,18,GRACEDALE BLVD,FINCH AVE W, ,Major Arterial,43.748545,-79.55879,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.58959,43.695545,7467253,1316338,2012,"September 22, 2012",1845,18,264 ATTWELL DR, , ,Collector,43.695545,-79.58959,Mid-Block, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,15 to 19,Fatal,killed,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , 
-79.28629,43.803745,7840290,1365621,2013,"July 13, 2013",1845,18,FINCH AVE E,MIDLAND AVE, ,Major Arterial,43.803745,-79.28629,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.391277,43.643408,7875094,1380543,2013,"July 24, 2013",1845,18,FRONT ST W,BLUE JAYS WAY, ,Minor Arterial,43.643408,-79.391277,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Unknown
-79.595607,43.717257,80178889,4003213460,2014,"October 31, 2014",1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Cyclist,cyclist,75 to 79,Major,severely injured,Bicycle,Unknown, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Other,Normal
-79.262767,43.827811,80790890,7003236001,2017,"December 20, 2017",1845,18,PASSMORE AVE,MAYBROOK DR, ,Collector,43.827811,-79.262767,Mid-Block,Non Intersection,No Control,Other,Fatal,fatal,Pedestrian,pedestrian,55 to 59,Fatal,killed, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.422885,43.649718,80944355,8001000021,2018,"June 2, 2018",1845,18,BADEN ST,LAKEVIEW AVE,8 m East of,Local,43.649718,-79.422885,Intersection,Intersection Related,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,0 to 4,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Playing or Working on Highway,Normal, , , 
-79.43279,43.669645,6153493,1173424,2010,"June 15, 2010",1846,18,DOVERCOURT RD,DUPONT ST, ,Major Arterial,43.669645,-79.43279,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal
-79.29489,43.820745,7480756,1321943,2012,"September 19, 2012",1846,18,MIDLAND AVE,PASSMORE AVE, ,Major Arterial,43.820745,-79.29489,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,65 to 69,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive, , , 
-79.283893,43.773146,7808074,1351606,2013,"April 13, 2013",1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Cyclist,cyclist,35 to 39,Fatal,killed,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Unknown
-79.197589,43.758952,80149021,4001392181,2014,"January 22, 2014",1846,18,KINGSTON RD,PAYZAC AVE, ,Major Arterial,43.758952,-79.197589,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal, , , 
-79.415706,43.795355,80000017,131092293,2013,"December 4, 2013",1847,18,DUMONT ST,OTONABEE AVE, ,Local,43.795355,-79.415706,Intersection, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,75 to 79,Fatal,killed, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.35449,43.692345,6116476,1157271,2010,"February 4, 2010",1848,18,O CONNOR Driv,BEECHWOOD Cres, ,Minor Arterial,43.692345,-79.35449,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist strikes a parked vehicle.,Lost control,Normal
-79.43709,43.640045,7387732,1282447,2012,"February 29, 2012",1849,18,JAMESON AVE,LAXTON AVE W, ,Minor Arterial,43.640045,-79.43709,Mid-Block, ,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Other,Had Been Drinking, , , 
-79.43789,43.685045,5045974,1136012,2009,"October 20, 2009",1850,18,OAKWOOD AVE,EARLSDALE AVE, ,Minor Arterial,43.685045,-79.43789,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.49879,43.684445,6233481,1207328,2010,"November 14, 2010",1850,18,JANE ST,EGLINTON AVE W, ,Major Arterial,43.684445,-79.49879,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , 
-79.40479,43.652145,6665451,1249542,2011,"July 6, 2011",1850,18,DUNDAS ST W,CARLYLE ST, ,Major Arterial,43.652145,-79.40479,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,40 to 44,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Wrong Way on One Way Road,Inattentive
-79.55889,43.723145,7423265,1297829,2012,"April 13, 2012",1850,18,ELMHURST DR,ISLINGTON AVE, ,Major Arterial,43.723145,-79.55889,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.225314,43.75981,80564710,6001249776,2016,"July 16, 2016",1821,18,MARKHAM RD,LAWRENCE AVE E,18 m South of,Major Arterial,43.75981,-79.225314,Intersection,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,60 to 64,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.280681,43.764498,80497621,6000014911,2016,"January 3, 2016",1915,19,1400 KENNEDY RD, ,196 m North of,Major Arterial,43.764498,-79.280681,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,35 to 39,Fatal,killed, , , , ,Pedestrian hit at mid-block,Crossing without right of way,Had Been Drinking, , , 
-79.34135,43.707946,80632133,6000148806,2016,"January 25, 2016",1915,19,OVERLEA BLVD,WILLIAM MORGAN DR, ,Major Arterial,43.707946,-79.34135,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.41379,43.664545,7442505,1305919,2012,"June 10, 2012",1916,19,BLOOR Stre W,PALMERSTON Boul, ,Major Arterial,43.664545,-79.41379,Intersection, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,45 to 49,Major,severely injured,Bicycle,Overtaking, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal
-79.37789,43.658245,6603438,1222866,2011,"March 12, 2011",1917,19,CHURCH ST,GOULD ST, ,Minor Arterial,43.658245,-79.37789,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,75 to 79,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , 
-79.543529,43.751845,80497375,6000125863,2016,"January 21, 2016",1917,19,FINCH AVE W,WESTON RD,90 m West of,Major Arterial,43.751845,-79.543529,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,45 to 49,Major,severely injured, , , , ,Pedestrian hit at mid-block,Other,Inattentive, , , 
-79.29568,43.708121,80167139,4002478309,2014,"July 11, 2014",1918,19,VICTORIA PARK AVE,GLENCREST BLVD, ,Major Arterial,43.708121,-79.29568,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,60 to 64,Major,severely injured,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Inattentive
-79.55466,43.685553,80913987,8000663907,2018,"April 13, 2018",1918,19,THE WESTWAY,KIPLING  AVE,11 m South of,Major Arterial,43.685553,-79.55466,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Cyclist,cyclist,20 to 24,Major,severely injured,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Normal
-79.321353,43.699412,80949255,8001540104,2018,"August 20, 2018",1918,19,O CONNOR  DR,WOODMOUNT AVE, ,Major Arterial,43.699412,-79.321353,Intersection,Intersection Related,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured, , , , ,Pedestrian hit on sidewalk or shoulder,Other,Normal, , , 
-79.43969,43.650145,5272023,1119005,2009,"August 16, 2009",1919,19,LANSDOWNE AVE,DUNDAS ST W, ,Minor Arterial,43.650145,-79.43969,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,80 to 84,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.57999,43.738845,5437267,1072542,2008,"November 26, 2008",1919,19,KIPLING AVE,JOHN GARLAND BLVD, ,Major Arterial,43.738845,-79.57999,Mid-Block,At Intersection,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , 
-79.541393,43.685214,80197062,5001750958,2015,"October 10, 2015",1919,19,ISLINGTON AVE,DEERFOOT RD, ,Major Arterial,43.685214,-79.541393,Intersection, ,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,20 to 24,Fatal,killed, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , 
-79.370075,43.808966,80623673,3001188681,2013,"December 20, 2013",1919,19,STEELES AVE E,LESLIE ST,192 m East of,Major Arterial,43.808966,-79.370075,Mid-Block,Non Intersection,No Control,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking, , , 
-79.462169,43.692958,80632416,6002297420,2016,"December 28, 2016",1919,19,CALEDONIA RD,EGLINTON AVE W, ,Major Arterial,43.692958,-79.462169,Intersection,Intersection Related,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,25 to 29,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.363513,43.66265,80774494,7000641093,2017,"April 11, 2017",1919,19,GERRARD ST E,SACKVILLE ST,37 m East of,Minor Arterial,43.66265,-79.363513,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other, , , 
-79.41979,43.724845,5368593,1042286,2008,"May 15, 2008",1920,19,WOBURN AVE,GREY RD, ,Collector,43.724845,-79.41979,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,35 to 39,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Normal
-79.37789,43.658245,6724681,1277761,2011,"October 29, 2011",1920,19,CHURCH ST,GOULD ST, ,Minor Arterial,43.658245,-79.37789,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,25 to 29,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal
-79.48819,43.752045,7559178,1269584,2011,"October 13, 2011",1830,18,KEELE ST,GRANDRAVINE DR, ,Major Arterial,43.752045,-79.48819,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown, , , 
-79.44809,43.690345,7797556,1347299,2013,"February 10, 2013",1830,18,DUFFERIN St,GIBSON St, ,Major Arterial,43.690345,-79.44809,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , 
-79.36433,43.645564,7867898,1377363,2013,"September 24, 2013",1830,18,QUEENS QUAY E,BONNYCASTLE ST, ,Minor Arterial,43.645564,-79.36433,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,20 to 24,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,Other,Other, , , 
-79.420291,43.654845,7892791,1387644,2013,"September 26, 2013",1830,18,COLLEGE St,SHAW St, ,Major Arterial,43.654845,-79.420291,Intersection, ,Stop Sign,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,40 to 44,Major,severely injured,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal
-79.381549,43.661402,80238359,5000780857,2015,"May 10, 2015",1830,18,50 CARLTON ST, ,4 m South of,Major Arterial,43.661402,-79.381549,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,60 to 64,Major,severely injured,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Had Been Drinking
-79.402156,43.725032,80240865,5000955442,2015,"June 7, 2015",1830,18,YONGE ST,LAWRENCE AVE E, ,Major Arterial,43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Lost control,Normal
-79.452411,43.703574,80495719,5002192601,2015,"December 22, 2015",1830,18,DUFFERIN ST,1 AUTUMN AVE, ,Major Arterial,43.703574,-79.452411,Intersection,At Intersection,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,30 to 34,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.346492,43.769499,80632197,6001623474,2016,"September 12, 2016",1830,18,HAVENBROOK BLVD,DON MILLS RD, ,Major Arterial,43.769499,-79.346492,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.299571,43.800383,80985325,8002249590,2018,"December 7, 2018",1830,18,FINCH AVE E,WAYSIDE AVE, ,Major Arterial,43.800383,-79.299571,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,80 to 84,Fatal,killed, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , 
-79.41439,43.775145,5393698,1053428,2008,"August 15, 2008",1831,18,HORSHAM AVE,YONGE ST, ,Major Arterial,43.775145,-79.41439,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,5 to 9,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive, , , 
-79.446689,43.756312,80781641,7001609405,2017,"September 5, 2017",1832,18,CODSELL AVE,MAXWELL ST, ,Local,43.756312,-79.446689,Intersection,At Intersection,Stop Sign,Clear,Fatal,fatal,Pedestrian,pedestrian,70 to 74,Fatal,killed, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , 
-79.413707,43.757376,80631991,5002054612,2015,"November 30, 2015",1833,18,FLORENCE AVE,BOTHAM RD, ,Collector,43.757376,-79.413707,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,55 to 59,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.540462,43.683188,80632327,6001989183,2016,"November 8, 2016",1833,18,ISLINGTON AVE,SUMMITCREST DR, ,Major Arterial,43.683188,-79.540462,Intersection,At Intersection,Traffic Signal,Rain,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.33859,43.668645,6211634,1198247,2010,"October 29, 2010",1834,18,1000 GERRARD St E, , ,Minor Arterial,43.668645,-79.33859, , ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,unknown,Major,severely injured,Other,Other, , , , , , , , 
-79.42379,43.723945,7393616,1285099,2012,"March 19, 2012",1834,18,LEDBURY Stre,WOBURN Aven, ,Collector,43.723945,-79.42379,Intersection,At Intersection,Stop Sign,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,85 to 89,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Inattentive, , , 
-79.56039,43.613645,5867582,1142556,2009,"November 20, 2009",1835,18,THE QUEENSWAY,THE WEST MALL, ,Major Arterial,43.613645,-79.56039,Mid-Block, ,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.37099,43.658245,6592614,1217361,2011,"February 11, 2011",1822,18,DUNDAS ST E,SHERBOURNE ST, ,Major Arterial,43.658245,-79.37099,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , 
-79.469447,43.665461,80162399,4002199584,2014,"June 1, 2014",1822,18,DUNDAS ST W,PACIFIC AVE, ,Major Arterial,43.665461,-79.469447,Mid-Block,Non Intersection,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,45 to 49,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Lost control,Normal
-79.202304,43.783129,80975010,8002088211,2018,"November 12, 2018",1822,18,ELLESMERE  RD,NEILSON  RD, ,Major Arterial,43.783129,-79.202304,Mid-Block,Non Intersection,No Control,Clear,Fatal,fatal,Pedestrian,pedestrian,50 to 54,Fatal,killed, , , , ,Pedestrian hit at mid-block,Other,Unknown, , , 
-79.43939,43.698045,6645193,1240994,2011,"May 7, 2011",1823,18,EGLINTON Aven W,MARLEE Aven, ,Major Arterial,43.698045,-79.43939,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,15 to 19,Major,severely injured,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive, , , 
-79.37305,43.66318,80496238,5002234344,2015,"December 30, 2015",1824,18,CARLTON ST,SHERBOURNE ST, ,Minor Arterial,43.66318,-79.37305,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,35 to 39,Major,severely injured, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.39389,43.642745,5260627,1113959,2009,"July 13, 2009",1825,18,FRONT ST W,SPADINA AVE, ,Major Arterial,43.642745,-79.39389,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,30 to 34,Major,severely injured,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal
-79.45329,43.670745,6100287,1149753,2010,"January 25, 2010",1825,18,SYMINGTON AVE,DAVENPORT RD, ,Minor Arterial,43.670745,-79.45329,Intersection,At Intersection,Traffic Signal,Clear,Fatal,fatal,Pedestrian,pedestrian,35 to 39,Fatal,killed,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , 
-79.30189,43.669645,6220575,1201907,2010,"October 20, 2010",1825,18,QUEEN Stre E,KENILWORTH Aven, ,Minor Arterial,43.669645,-79.30189,Intersection, ,No Control,Clear,Non-Fatal,non-fatal,Cyclist,cyclist,50 to 54,Major,severely injured,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Other,Normal
-79.38469,43.693545,6604140,1223175,2011,"March 15, 2011",1825,18,MOUNT PLEASANT Road,MOORE Aven, ,Major Arterial,43.693545,-79.38469,Intersection,At Intersection,Traffic Signal,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,40 to 44,Major,severely injured,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , 
-79.61379,43.732245,7413383,1293487,2012,"March 22, 2012",1825,18,HUMBERLINE Driv,HOLYOAKE Cres, ,Collector,43.732245,-79.61379,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,50 to 54,Major,severely injured,Other, , , ,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,"Ability Impaired, Alcohol", , , 
-79.18799,43.768045,7530323,1332976,2012,"December 27, 2012",1825,18,LAWRENCE AVE E,MORNINGSIDE AVE, ,Major Arterial,43.768045,-79.18799,Mid-Block, ,No Control,Clear,Non-Fatal,non-fatal,Pedestrian,pedestrian,70 to 74,Major,severely injured,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability, , , 
